,Column_1,Column_2,Column_3,Column_4,Column_5
43185,14,11,10,11,14
43186,13,12,19,11,5
43187,6,15,21,14,4
43188,25,9,1,23,2
43189,24,2,17,5,12
43190,16,14,15,8,7
43191,6,29,4,5,16
43192,6,29,7,7,11
43193,22,7,4,13,14
43194,42,1,10,2,5
43195,6,4,37,3,10
43196,10,15,7,5,23
43197,6,2,11,29,12
43198,27,13,1,4,15
43199,10,8,2,7,33
43200,33,12,5,7,3
43201,18,11,7,21,3
43202,9,6,10,17,18
43203,16,6,4,30,4
43204,3,19,7,2,29
43205,12,6,10,9,23
43206,15,20,10,12,3
43207,4,12,13,27,4
43208,28,1,15,5,11
43209,5,5,39,1,10
43210,15,4,15,21,5
43211,10,1,6,28,15
43212,4,4,8,1,43
43213,16,11,1,2,30
43214,22,3,5,15,15
43215,16,8,20,4,12
43216,28,14,10,2,6
43217,3,28,13,10,6
43218,27,4,12,6,11
43219,22,3,4,7,24
43220,23,13,11,12,1
43221,25,10,4,14,7
43222,6,23,1,11,19
43223,45,5,4,5,1
43224,9,4,8,14,25
43225,3,24,4,23,6
43226,29,1,18,10,2
43227,8,7,5,29,11
43228,16,4,4,11,25
43229,6,21,10,7,16
43230,3,7,20,5,25
43231,13,2,12,26,7
43232,9,3,6,2,40
43233,19,11,6,11,13
43234,2,18,18,6,16
43235,11,14,5,10,20
43236,1,12,19,16,12
43237,6,20,19,13,2
43238,25,2,17,10,6
43239,7,25,10,5,13
43240,21,10,9,17,3
43241,19,3,3,11,24
43242,9,12,20,8,11
43243,4,15,16,15,10
43244,20,4,16,13,7
43245,12,14,11,8,15
43246,24,9,16,6,5
43247,24,22,11,2,1
43248,3,2,30,21,4
43249,3,5,12,10,30
43250,6,11,5,29,9
43251,16,5,3,15,21
43252,8,3,25,17,7
43253,8,20,16,4,12
43254,15,4,3,22,16
43255,29,1,10,17,3
43256,29,1,2,17,11
43257,19,18,2,2,19
43258,30,4,1,11,14
43259,17,22,4,6,11
43260,9,25,4,13,9
43261,8,3,36,7,6
43262,21,3,10,1,25
43263,7,3,19,18,13
43264,5,12,13,21,9
43265,25,7,1,20,7
43266,12,33,6,5,4
43267,19,3,5,4,29
43268,11,2,12,27,8
43269,8,13,2,24,13
43270,1,14,14,21,10
43271,11,22,4,3,20
43272,2,25,5,10,18
43273,22,5,18,10,5
43274,10,5,14,3,28
43275,3,5,3,38,11
43276,3,27,10,2,18
43277,24,20,7,6,3
43278,33,6,7,8,6
43279,13,9,10,2,26
43280,18,18,9,14,1
43281,36,6,5,2,11
43282,14,6,1,22,17
43283,12,24,2,13,9
43284,6,2,4,34,14
43285,34,1,8,14,3
43286,15,13,23,5,4
43287,22,9,2,22,5
43288,21,3,8,15,13
43289,8,12,10,9,21
43290,2,8,5,14,31
43291,12,8,24,10,6
43292,21,10,9,14,6
43293,3,9,13,16,19
43294,13,16,15,12,4
43295,4,9,7,10,30
43296,4,28,3,23,2
43297,15,3,31,2,9
43298,22,8,1,23,6
43299,46,1,2,6,5
43300,2,22,4,4,28
43301,1,4,36,12,7
43302,2,6,21,16,15
43303,20,1,23,11,5
43304,5,9,13,31,2
43305,9,28,1,19,3
43306,12,4,5,1,38
43307,1,12,5,29,13
43308,16,11,2,16,15
43309,10,7,22,14,7
43310,4,1,28,9,18
43311,9,3,22,10,16
43312,11,12,28,1,8
43313,6,4,10,3,37
43314,9,7,8,11,25
43315,8,17,13,20,2
43316,25,2,20,3,10
43317,4,11,3,5,37
43318,7,10,28,8,7
43319,7,1,33,8,11
43320,3,41,6,7,3
43321,10,14,22,12,2
43322,2,9,15,28,6
43323,18,14,10,2,16
43324,20,9,13,3,15
43325,35,7,6,11,1
43326,16,7,27,5,5
43327,8,6,16,24,6
43328,1,19,26,4,10
43329,15,5,17,6,17
43330,24,4,5,5,22
43331,12,32,4,2,10
43332,10,2,2,28,18
43333,4,13,1,23,19
43334,12,4,5,16,23
43335,1,40,1,9,9
43336,6,6,40,3,5
43337,4,4,24,3,25
43338,15,9,13,21,2
43339,30,3,14,1,12
43340,11,5,11,19,14
43341,6,32,9,5,8
43342,5,10,8,26,11
43343,15,1,4,23,17
43344,1,17,12,24,6
43345,2,10,26,7,15
43346,4,11,33,7,5
43347,2,13,17,21,7
43348,40,5,4,2,9
43349,6,12,11,29,2
43350,11,5,33,5,6
43351,7,4,17,9,23
43352,23,11,6,5,15
43353,16,2,18,10,14
43354,10,8,5,17,20
43355,2,31,5,12,10
43356,14,17,5,21,3
43357,12,1,7,30,10
43358,4,2,9,38,7
43359,18,11,24,2,5
43360,1,16,7,12,24
43361,19,14,10,7,10
43362,17,7,4,24,8
43363,22,1,2,3,32
43364,8,32,7,12,1
43365,11,38,4,6,1
43366,9,6,11,16,18
43367,1,13,35,6,5
43368,17,13,9,6,15
43369,3,34,11,6,6
43370,21,16,17,3,3
43371,33,20,2,2,3
43372,5,18,7,27,3
43373,5,2,40,12,1
43374,7,9,1,24,19
43375,31,1,6,10,12
43376,8,3,33,15,1
43377,8,16,22,6,8
43378,20,19,8,2,11
43379,8,13,9,10,20
43380,7,16,12,3,22
43381,12,4,14,29,1
43382,23,4,3,6,24
43383,8,4,14,32,2
43384,19,15,16,8,2
43385,2,8,28,17,5
43386,22,2,11,7,18
43387,13,9,16,6,16
43388,6,3,19,3,29
43389,15,9,12,21,3
43390,27,2,9,17,5
43391,5,28,9,13,5
43392,24,1,10,12,13
43393,11,10,26,3,10
43394,29,5,1,6,19
43395,1,2,7,8,42
43396,5,14,28,4,9
43397,5,3,9,6,37
43398,7,2,11,2,38
43399,29,7,2,16,6
43400,3,14,14,28,1
43401,15,29,3,6,7
43402,26,7,20,1,6
43403,3,19,2,30,6
43404,23,27,5,2,3
43405,7,4,25,8,16
43406,24,14,1,6,15
43407,17,16,4,14,9
43408,37,2,1,2,18
43409,4,16,1,26,13
43410,11,6,3,26,14
43411,6,14,25,1,14
43412,10,4,32,5,9
43413,1,3,34,3,19
43414,14,2,1,9,34
43415,40,1,10,3,6
43416,5,26,2,19,8
43417,7,34,5,8,6
43418,14,12,13,8,13
43419,14,7,9,16,14
43420,4,35,7,1,13
43421,7,8,8,26,11
43422,5,20,2,29,4
43423,25,1,11,13,10
43424,33,2,21,1,3
43425,14,7,2,24,13
43426,15,9,12,10,14
43427,8,16,5,10,21
43428,13,12,7,3,25
43429,28,4,4,13,11
43430,3,5,11,3,38
43431,9,23,17,9,2
43432,29,20,4,3,4
43433,17,16,8,15,4
43434,18,8,19,14,1
43435,10,9,15,20,6
43436,2,5,17,23,13
43437,3,19,15,6,17
43438,12,11,22,1,14
43439,8,4,6,29,13
43440,2,7,5,6,40
43441,8,5,9,28,10
43442,3,24,4,8,21
43443,9,12,14,8,17
43444,30,16,2,7,5
43445,9,22,2,25,2
43446,3,7,18,10,22
43447,1,24,6,5,24
43448,24,8,9,8,11
43449,6,28,3,7,16
43450,15,16,10,12,7
43451,14,13,15,4,14
43452,34,2,2,2,20
43453,13,8,6,14,19
43454,18,11,15,2,14
43455,6,21,20,9,4
43456,16,8,1,15,20
43457,15,15,14,4,12
43458,22,8,4,9,17
43459,4,24,22,7,3
43460,14,5,25,8,8
43461,5,1,28,3,23
43462,46,1,9,1,3
43463,27,13,3,5,12
43464,29,20,1,5,5
43465,40,6,8,2,4
43466,35,6,1,8,10
43467,7,25,2,6,20
43468,14,13,18,13,2
43469,17,22,7,13,1
43470,1,9,33,9,8
43471,20,13,12,5,10
43472,7,12,8,3,30
43473,20,5,19,5,11
43474,4,6,37,8,5
43475,21,14,16,6,3
43476,9,2,6,42,1
43477,7,22,16,13,2
43478,20,11,3,4,22
43479,46,1,2,3,8
43480,23,21,5,10,1
43481,24,10,4,11,11
43482,8,34,11,5,2
43483,2,7,7,22,22
43484,23,15,8,1,13
43485,10,13,11,5,21
43486,2,5,49,3,1
43487,5,6,1,27,21
43488,9,5,28,13,5
43489,7,4,16,17,16
43490,14,6,18,18,4
43491,3,2,21,5,29
43492,4,4,28,23,1
43493,18,9,3,28,2
43494,10,16,15,4,15
43495,27,4,7,1,21
43496,3,5,14,36,2
43497,2,3,8,19,28
43498,14,13,6,6,21
43499,8,1,3,28,20
43500,1,13,8,2,36
43501,1,5,9,28,17
43502,15,21,6,16,2
43503,9,6,40,2,3
43504,20,5,14,12,9
43505,20,20,3,11,6
43506,5,17,6,4,28
43507,19,9,19,10,3
43508,31,2,18,4,5
43509,4,25,4,6,21
43510,1,7,12,28,12
43511,4,15,25,14,2
43512,17,2,27,12,2
43513,36,7,7,6,4
43514,28,7,6,5,14
43515,2,9,1,18,30
43516,4,13,27,4,12
43517,22,25,3,5,5
43518,1,18,32,8,1
43519,11,3,10,3,33
43520,8,3,24,14,11
43521,15,1,4,27,13
43522,8,10,9,7,26
43523,28,17,2,7,6
43524,5,4,4,20,27
43525,2,9,38,3,8
43526,11,15,2,2,30
43527,1,14,2,38,5
43528,12,22,4,7,15
43529,3,26,7,22,2
43530,4,22,5,21,8
43531,15,15,3,23,4
43532,2,1,23,25,9
43533,12,5,22,15,6
43534,2,22,21,8,7
43535,33,7,7,6,7
43536,8,4,22,17,9
43537,2,11,1,41,5
43538,3,11,2,17,27
43539,2,19,23,6,10
43540,23,7,15,13,2
43541,12,1,18,10,19
43542,12,3,1,34,10
43543,8,48,2,1,1
43544,22,7,12,8,11
43545,16,13,23,2,6
43546,14,22,5,7,12
43547,18,3,7,11,21
43548,14,1,1,8,36
43549,5,15,18,14,8
43550,11,14,9,16,10
43551,21,2,15,20,2
43552,21,10,21,1,7
43553,18,9,8,11,14
43554,3,9,8,37,3
43555,1,20,28,4,7
43556,11,13,1,5,30
43557,8,16,11,3,22
43558,13,11,15,6,15
43559,17,16,1,5,21
43560,2,22,25,10,1
43561,2,5,5,30,18
43562,6,20,15,3,16
43563,6,9,11,32,2
43564,20,20,2,10,8
43565,6,22,22,5,5
43566,3,35,4,1,17
43567,10,11,7,30,2
43568,12,2,1,19,26
43569,5,4,21,24,6
43570,1,6,6,38,9
43571,2,13,10,13,22
43572,1,14,39,1,5
43573,22,28,1,8,1
43574,3,4,33,14,6
43575,23,13,5,2,17
43576,6,10,8,24,12
43577,26,6,5,18,5
43578,3,3,8,32,14
43579,9,10,10,5,26
43580,8,23,6,11,12
43581,12,42,1,1,4
43582,10,19,15,13,3
43583,6,5,4,38,7
43584,12,9,15,17,7
43585,7,30,9,10,4
43586,31,4,7,16,2
43587,1,12,5,40,2
43588,27,17,10,1,5
43589,31,2,1,15,11
43590,17,17,16,1,9
43591,2,26,19,8,5
43592,6,25,5,6,18
43593,2,19,9,8,22
43594,13,10,2,28,7
43595,6,36,2,7,9
43596,6,6,27,13,8
43597,11,3,24,19,3
43598,11,12,33,2,2
43599,3,15,29,5,8
43600,2,1,50,5,2
43601,3,12,12,26,7
43602,1,44,11,2,2
43603,6,32,16,5,1
43604,3,12,21,6,18
43605,20,15,10,1,14
43606,9,5,12,8,26
43607,12,4,17,11,16
43608,34,3,9,1,13
43609,12,12,6,18,12
43610,1,19,8,4,28
43611,16,6,16,4,18
43612,8,13,14,3,22
43613,7,10,5,33,5
43614,9,24,14,11,2
43615,7,33,2,1,17
43616,14,4,34,3,5
43617,3,21,22,1,13
43618,15,4,30,8,3
43619,2,33,1,15,9
43620,26,4,9,11,10
43621,10,8,28,1,13
43622,3,17,30,5,5
43623,12,22,19,5,2
43624,16,7,10,17,10
43625,9,6,1,11,33
43626,16,6,32,5,1
43627,14,2,16,1,27
43628,8,4,37,6,5
43629,11,4,10,7,28
43630,22,1,9,6,22
43631,7,9,2,14,28
43632,15,9,26,7,3
43633,1,9,4,23,23
43634,11,15,10,10,14
43635,26,7,6,2,19
43636,7,6,25,10,12
43637,25,7,21,3,4
43638,9,16,5,28,2
43639,20,17,7,10,6
43640,21,6,15,4,14
43641,9,23,10,6,12
43642,6,2,27,7,18
43643,9,4,20,21,6
43644,27,7,9,5,12
43645,9,21,2,9,19
43646,13,2,16,18,11
43647,6,1,1,45,7
43648,13,18,1,13,15
43649,26,2,3,15,14
43650,2,2,49,4,3
43651,7,2,28,3,20
43652,10,4,24,17,5
43653,8,8,3,30,11
43654,8,16,8,14,14
43655,6,6,3,10,35
43656,6,3,38,5,8
43657,19,6,18,6,11
43658,19,2,14,10,15
43659,3,28,4,20,5
43660,18,12,13,7,10
43661,7,34,1,2,16
43662,6,23,19,1,11
43663,9,17,29,4,1
43664,16,14,4,1,25
43665,5,1,10,43,1
43666,4,12,10,14,20
43667,43,2,6,3,6
43668,20,13,8,4,15
43669,21,5,21,12,1
43670,26,3,3,25,3
43671,19,1,21,12,7
43672,39,6,10,4,1
43673,5,9,8,37,1
43674,6,7,4,42,1
43675,7,16,20,12,5
43676,8,4,7,37,4
43677,10,8,16,8,18
43678,3,13,11,4,29
43679,2,16,20,21,1
43680,34,8,8,6,4
43681,4,14,6,13,23
43682,8,5,8,34,5
43683,4,7,35,8,6
43684,7,35,10,5,3
43685,1,18,27,11,3
43686,29,6,1,11,13
43687,40,11,6,2,1
43688,29,4,6,20,1
43689,17,26,11,2,4
43690,5,30,9,7,9
43691,19,5,14,3,19
43692,6,28,7,3,16
43693,37,3,4,1,15
43694,11,11,26,4,8
43695,2,1,12,9,36
43696,6,8,5,24,17
43697,13,10,13,4,20
43698,5,3,8,15,29
43699,1,33,6,13,7
43700,6,20,15,7,12
43701,24,8,3,9,16
43702,27,10,6,7,10
43703,2,10,5,25,18
43704,22,4,15,18,1
43705,9,36,2,11,2
43706,24,25,3,1,7
43707,12,32,10,4,2
43708,25,2,15,1,17
43709,3,38,7,4,8
43710,1,3,3,26,27
43711,4,8,6,39,3
43712,2,3,13,35,7
43713,2,21,16,5,16
43714,5,5,9,18,23
43715,13,5,10,24,8
43716,36,11,7,4,2
43717,39,4,2,7,8
43718,7,14,5,11,23
43719,2,22,13,21,2
43720,1,11,6,30,12
43721,2,4,30,17,7
43722,11,11,14,18,6
43723,27,8,8,12,5
43724,21,15,10,10,4
43725,11,3,24,4,18
43726,1,31,5,11,12
43727,26,11,15,1,7
43728,9,14,28,5,4
43729,12,9,7,17,15
43730,8,13,12,3,24
43731,2,28,2,14,14
43732,11,1,6,35,7
43733,2,4,2,26,26
43734,4,10,32,13,1
43735,15,2,20,18,5
43736,14,1,19,21,5
43737,2,8,29,9,12
43738,18,2,1,37,2
43739,6,24,19,5,6
43740,20,10,21,7,2
43741,23,11,6,18,2
43742,10,15,21,6,8
43743,10,2,4,39,5
43744,24,7,18,3,8
43745,2,15,5,7,31
43746,22,5,14,10,9
43747,6,24,7,4,19
43748,18,1,29,10,2
43749,14,2,5,3,36
43750,8,22,1,19,10
43751,24,9,2,10,15
43752,5,4,25,20,6
43753,14,3,27,14,2
43754,6,7,22,24,1
43755,6,8,19,19,8
43756,3,27,1,21,8
43757,2,14,33,8,3
43758,1,8,21,7,23
43759,6,23,16,6,9
43760,9,1,31,16,3
43761,11,23,13,4,9
43762,6,13,1,27,13
43763,23,19,9,5,4
43764,10,3,2,13,32
43765,10,1,28,7,14
43766,7,18,10,17,8
43767,12,29,2,15,2
43768,1,17,30,8,4
43769,11,7,7,14,21
43770,13,22,3,17,5
43771,15,5,17,17,6
43772,5,12,5,17,21
43773,1,4,10,21,24
43774,23,5,12,15,5
43775,6,19,2,3,30
43776,1,27,4,6,22
43777,12,2,6,35,5
43778,29,4,22,1,4
43779,16,19,4,4,17
43780,19,5,11,9,16
43781,3,11,33,2,11
43782,20,27,2,8,3
43783,1,41,7,9,2
43784,31,9,5,8,7
43785,6,4,40,7,3
43786,3,4,4,14,35
43787,18,9,3,25,5
43788,12,23,9,13,3
43789,11,2,25,19,3
43790,1,20,25,5,9
43791,10,7,14,20,9
43792,9,13,25,3,10
43793,5,17,30,6,2
43794,7,11,22,5,15
43795,6,11,26,6,11
43796,13,17,22,2,6
43797,8,6,3,12,31
43798,26,1,19,6,8
43799,5,13,15,22,5
43800,7,2,13,17,21
43801,2,16,14,11,17
43802,20,9,5,17,9
43803,20,5,17,7,11
43804,3,8,21,19,9
43805,34,4,2,6,14
43806,3,2,31,2,22
43807,25,5,3,26,1
43808,6,7,11,19,17
43809,7,27,5,8,13
43810,6,9,14,15,16
43811,16,7,7,16,14
43812,2,31,16,8,3
43813,1,10,10,37,2
43814,4,9,39,7,1
43815,14,14,2,19,11
43816,2,21,2,34,1
43817,7,8,17,15,13
43818,15,5,4,11,25
43819,17,3,5,4,31
43820,11,20,6,12,11
43821,15,9,10,20,6
43822,7,6,6,37,4
43823,14,7,11,9,19
43824,11,10,4,5,30
43825,1,2,8,29,20
43826,10,12,22,5,11
43827,10,10,17,5,18
43828,10,5,26,5,14
43829,18,8,3,18,13
43830,4,22,6,17,11
43831,23,12,2,5,18
43832,8,2,2,7,41
43833,9,35,9,4,3
43834,2,29,2,18,9
43835,5,26,3,19,7
43836,19,2,5,10,24
43837,13,27,11,4,5
43838,43,1,8,1,7
43839,8,10,15,5,22
43840,2,24,7,25,2
43841,35,6,3,2,14
43842,5,20,23,8,4
43843,11,4,14,27,4
43844,4,5,1,17,33
43845,16,10,13,11,10
43846,14,18,7,2,19
43847,10,27,4,7,12
43848,5,1,25,19,10
43849,32,5,1,1,21
43850,2,3,8,24,23
43851,21,4,8,12,15
43852,30,14,4,7,5
43853,12,5,6,20,17
43854,17,12,2,7,22
43855,18,11,13,16,2
43856,16,2,6,11,25
43857,7,31,6,10,6
43858,7,17,9,23,4
43859,28,1,13,6,12
43860,1,4,36,8,11
43861,1,29,17,12,1
43862,22,6,3,1,28
43863,9,17,20,7,7
43864,11,40,1,1,7
43865,16,12,10,9,13
43866,11,33,8,5,3
43867,19,6,16,18,1
43868,3,12,8,25,12
43869,37,1,4,10,8
43870,3,1,16,2,38
43871,5,3,31,2,19
43872,7,8,2,42,1
43873,7,16,20,12,5
43874,3,8,34,3,12
43875,28,1,5,24,2
43876,19,14,10,11,6
43877,6,23,6,19,6
43878,23,7,6,1,23
43879,24,2,5,16,13
43880,3,12,5,35,5
43881,6,5,7,26,16
43882,9,2,35,2,12
43883,1,3,9,21,26
43884,42,4,3,7,4
43885,4,8,38,8,2
43886,22,16,1,4,17
43887,31,7,4,2,16
43888,5,8,15,23,9
43889,26,20,1,9,4
43890,20,11,2,9,18
43891,15,17,14,11,3
43892,10,20,3,6,21
43893,23,2,9,22,4
43894,1,26,9,16,8
43895,3,8,1,30,18
43896,8,19,5,4,24
43897,26,2,16,9,7
43898,1,22,9,19,9
43899,20,4,19,9,8
43900,20,10,2,24,4
43901,14,10,14,13,9
43902,5,1,17,26,11
43903,10,30,2,16,2
43904,16,5,29,2,8
43905,1,14,3,34,8
43906,8,8,26,12,6
43907,15,1,10,9,25
43908,12,4,7,12,25
43909,6,21,3,17,13
43910,16,18,11,13,2
43911,2,12,1,8,37
43912,7,18,5,17,13
43913,13,23,16,1,7
43914,19,21,14,5,1
43915,4,17,21,4,14
43916,9,14,20,8,9
43917,7,10,15,17,11
43918,4,29,11,8,8
43919,14,22,13,9,2
43920,17,13,10,17,3
43921,11,2,4,33,10
43922,4,5,19,20,12
43923,13,14,10,3,20
43924,7,26,18,1,8
43925,9,4,17,3,27
43926,37,8,7,7,1
43927,7,9,7,18,19
43928,5,28,21,4,2
43929,9,32,8,8,3
43930,4,14,3,27,12
43931,13,12,14,9,12
43932,6,22,1,5,26
43933,17,5,2,24,12
43934,13,1,33,4,9
43935,1,9,34,3,13
43936,12,18,7,14,9
43937,19,19,3,12,7
43938,21,15,10,9,5
43939,3,6,13,30,8
43940,15,8,1,2,34
43941,11,13,7,9,20
43942,9,26,11,1,13
43943,21,2,7,18,12
43944,4,6,9,33,8
43945,36,10,7,4,3
43946,3,26,11,6,14
43947,11,10,12,24,3
43948,34,6,8,2,10
43949,18,11,3,12,16
43950,18,10,17,7,8
43951,1,9,33,1,16
43952,8,10,23,4,15
43953,8,26,5,2,19
43954,3,6,15,30,6
43955,13,4,13,11,19
43956,4,20,30,1,5
43957,23,3,12,19,3
43958,3,22,8,26,1
43959,4,9,43,1,3
43960,35,4,11,5,5
43961,15,9,6,14,16
43962,8,3,12,11,26
43963,15,17,13,14,1
43964,22,2,8,9,19
43965,19,7,25,7,2
43966,17,9,13,4,17
43967,14,3,4,18,21
43968,11,13,2,29,5
43969,2,38,11,7,2
43970,23,14,2,6,15
43971,9,24,16,9,2
43972,1,10,10,29,10
43973,12,4,15,25,4
43974,5,10,14,6,25
43975,4,29,20,3,4
43976,24,4,11,10,11
43977,23,12,7,16,2
43978,28,6,13,8,5
43979,4,20,32,2,2
43980,7,4,38,5,6
43981,12,14,25,4,5
43982,12,7,2,31,8
43983,2,6,7,17,28
43984,1,43,3,2,11
43985,1,22,4,3,30
43986,30,11,3,9,7
43987,19,9,6,3,23
43988,13,14,15,13,5
43989,32,14,5,8,1
43990,14,25,15,3,3
43991,5,3,18,1,33
43992,16,15,7,20,2
43993,14,9,13,9,15
43994,5,12,18,18,7
43995,29,8,3,19,1
43996,14,1,24,12,9
43997,18,12,1,13,16
43998,3,15,17,19,6
43999,6,2,43,2,7
44000,29,6,10,3,12
44001,4,1,33,7,15
44002,2,20,5,5,28
44003,18,6,18,7,11
44004,2,17,10,18,13
44005,13,38,6,1,2
44006,30,2,9,2,17
44007,11,19,15,6,9
44008,7,11,13,17,12
44009,5,3,14,4,34
44010,15,4,8,32,1
44011,5,5,11,8,31
44012,24,25,5,2,4
44013,1,8,27,21,3
44014,4,2,32,1,21
44015,22,12,15,2,9
44016,19,18,14,3,6
44017,6,13,19,14,8
44018,8,28,5,10,9
44019,1,13,20,23,3
44020,10,8,11,10,21
44021,8,12,3,25,12
44022,3,16,28,5,8
44023,24,3,2,23,8
44024,13,11,2,24,10
44025,11,28,12,1,8
44026,3,19,15,13,10
44027,5,6,29,7,13
44028,15,11,22,3,9
44029,12,28,10,9,1
44030,36,11,5,2,6
44031,10,12,25,7,6
44032,8,17,24,10,1
44033,1,3,13,39,4
44034,13,2,24,19,2
44035,6,10,3,9,32
44036,6,12,13,5,24
44037,17,8,2,23,10
44038,5,9,7,9,30
44039,28,6,3,15,8
44040,38,11,4,4,3
44041,2,11,1,2,44
44042,16,5,13,21,5
44043,4,2,26,7,21
44044,2,1,38,3,16
44045,1,41,4,5,9
44046,14,10,4,28,4
44047,2,8,8,23,19
44048,1,16,16,17,10
44049,18,6,10,22,4
44050,16,11,28,3,2
44051,1,17,12,27,3
44052,39,10,2,2,7
44053,13,2,22,11,12
44054,15,7,23,14,1
44055,8,30,4,6,12
44056,20,9,6,16,9
44057,3,10,4,6,37
44058,13,15,2,22,8
44059,12,3,11,10,24
44060,6,24,13,4,13
44061,6,1,9,33,11
44062,20,7,2,18,13
44063,9,7,25,7,12
44064,33,6,3,7,11
44065,5,6,38,8,3
44066,16,34,1,2,7
44067,12,36,2,5,5
44068,3,22,16,5,14
44069,43,3,2,4,8
44070,9,7,30,4,10
44071,38,8,7,2,5
44072,14,3,19,14,10
44073,12,20,24,1,3
44074,8,2,1,48,1
44075,10,4,9,34,3
44076,12,33,3,11,1
44077,15,1,2,2,40
44078,17,15,14,4,10
44079,9,2,36,11,2
44080,13,22,2,3,20
44081,16,17,8,8,11
44082,1,8,13,18,20
44083,2,18,6,6,28
44084,31,10,2,9,8
44085,10,39,5,2,4
44086,13,15,8,18,6
44087,10,32,8,3,7
44088,5,5,12,5,33
44089,1,24,17,12,6
44090,1,1,16,3,39
44091,5,9,1,44,1
44092,6,17,34,2,1
44093,3,26,1,16,14
44094,7,20,7,19,7
44095,13,3,6,6,32
44096,14,29,4,12,1
44097,1,32,13,1,13
44098,21,1,6,2,30
44099,9,2,23,4,22
44100,7,11,15,6,21
44101,6,10,36,3,5
44102,3,28,11,14,4
44103,6,19,25,5,5
44104,12,10,7,12,19
44105,1,6,10,3,40
44106,1,31,7,16,5
44107,1,1,34,21,3
44108,19,7,6,23,5
44109,8,9,6,11,26
44110,22,5,29,2,2
44111,18,20,15,2,5
44112,1,13,7,9,30
44113,21,6,20,12,1
44114,5,41,2,6,6
44115,2,17,28,8,5
44116,7,2,3,18,30
44117,11,37,10,1,1
44118,3,17,9,22,9
44119,16,16,7,6,15
44120,9,6,13,29,3
44121,37,3,10,7,3
44122,3,16,6,34,1
44123,12,2,21,11,14
44124,16,11,14,6,13
44125,4,24,6,3,23
44126,17,11,3,10,19
44127,8,13,21,5,13
44128,12,13,17,10,8
44129,11,14,28,4,3
44130,36,2,7,6,9
44131,26,16,7,9,2
44132,13,12,15,19,1
44133,2,14,10,20,14
44134,18,12,12,1,17
44135,12,17,21,3,7
44136,8,24,8,10,10
44137,1,7,14,13,25
44138,5,16,26,8,5
44139,14,7,17,10,12
44140,18,17,5,1,19
44141,15,4,25,9,7
44142,10,13,18,8,11
44143,12,4,17,5,22
44144,10,20,9,9,12
44145,12,8,28,8,4
44146,2,14,5,13,26
44147,10,34,5,2,9
44148,5,28,5,16,6
44149,8,6,9,28,9
44150,4,11,37,5,3
44151,6,5,31,6,12
44152,10,6,11,1,32
44153,1,2,10,4,43
44154,3,8,10,1,38
44155,11,7,8,24,10
44156,4,3,3,29,21
44157,18,9,4,13,16
44158,19,4,14,16,7
44159,23,6,26,4,1
44160,14,5,10,27,4
44161,24,5,8,22,1
44162,9,2,18,28,3
44163,29,6,6,4,15
44164,8,5,11,25,11
44165,43,5,2,4,6
44166,8,8,29,2,13
44167,4,2,4,39,11
44168,20,5,33,1,1
44169,17,2,27,7,7
44170,4,21,20,6,9
44171,4,3,33,9,11
44172,15,7,17,11,10
44173,3,13,20,12,12
44174,3,18,18,7,14
44175,18,21,8,11,2
44176,5,9,22,2,22
44177,7,11,10,8,24
44178,20,23,1,11,5
44179,22,8,4,9,17
44180,23,27,5,3,2
44181,11,17,5,7,20
44182,26,6,12,12,4
44183,11,5,23,6,15
44184,5,5,33,4,13
44185,6,7,5,17,25
44186,17,9,14,10,10
44187,12,22,18,3,5
44188,9,17,11,5,18
44189,23,6,9,9,13
44190,25,12,5,11,7
44191,10,10,19,11,10
44192,42,8,4,3,3
44193,32,13,5,3,7
44194,13,4,13,13,17
44195,4,6,19,24,7
44196,8,27,20,2,3
44197,13,1,4,15,27
44198,10,1,19,19,11
44199,19,1,6,15,19
44200,12,1,8,3,36
44201,5,5,11,17,22
44202,1,4,2,39,14
44203,4,29,3,3,21
44204,17,18,6,11,8
44205,20,6,20,10,4
44206,26,12,2,12,8
44207,5,1,1,3,50
44208,37,6,8,3,6
44209,1,4,5,33,17
44210,9,9,13,25,4
44211,1,7,32,9,11
44212,2,16,12,17,13
44213,8,4,7,32,9
44214,5,7,14,23,11
44215,15,3,23,11,8
44216,2,23,11,3,21
44217,35,2,1,15,7
44218,4,15,3,28,10
44219,3,26,12,17,2
44220,11,31,14,1,3
44221,1,28,19,1,11
44222,13,24,7,13,3
44223,17,19,7,4,13
44224,5,2,30,11,12
44225,4,16,6,17,17
44226,30,12,6,8,4
44227,41,1,14,3,1
44228,17,3,11,8,21
44229,12,11,13,18,6
44230,3,2,18,19,18
44231,36,9,2,6,7
44232,37,6,5,3,9
44233,7,18,6,13,16
44234,22,15,7,7,9
44235,23,8,15,2,12
44236,17,4,1,28,10
44237,5,7,6,5,37
44238,7,11,23,7,12
44239,10,3,5,32,10
44240,34,2,10,6,8
44241,9,19,16,8,8
44242,8,20,22,1,9
44243,11,13,28,6,2
44244,6,5,26,19,4
44245,7,13,7,8,25
44246,18,3,7,4,28
44247,16,3,10,7,24
44248,6,10,1,11,32
44249,6,4,30,10,10
44250,11,8,31,8,2
44251,8,10,5,13,24
44252,6,4,43,6,1
44253,15,5,3,19,18
44254,1,1,11,1,46
44255,22,3,11,16,8
44256,39,5,1,14,1
44257,22,4,11,19,4
44258,5,2,27,1,25
